State of Residence,State of Residence Code,Age of Mother 9,Age of Mother 9 Code,Mother's Education,Mother's Education Code,Gestational Diabetes,Gestational Diabetes Code,Births,Average Age of Mother (years),Average OE Gestational Age (weeks),Average Birth Weight (grams),Average Pre-pregnancy BMI,Average Number of Prenatal Visits,Average Interval Since Last Other Pregnancy Outcome (months)
South Carolina,45,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,No,2,15,46.33,37.53,3182.53,27.88,12.47,107.83
South Carolina,45,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,15,46.07,37.4,3193.53,28.43,15.47,77.17
South Dakota,46,15-19 years,15-19,8th grade or less,1,No,2,29,17.03,38.62,3286.86,24.54,7.38,13
South Dakota,46,15-19 years,15-19,9th through 12th grade with no diploma,2,No,2,207,17.62,38.29,3219,23.88,7.69,14.8
South Dakota,46,15-19 years,15-19,High school graduate or GED completed,3,No,2,131,18.59,38.04,3204.86,24.83,9.37,11.5
South Dakota,46,15-19 years,15-19,"Some college credit, but not a degree",4,No,2,33,18.79,38.21,3304.33,23.99,9.15,13
South Dakota,46,20-24 years,20-24,8th grade or less,1,No,2,39,22.46,38.18,3094.77,25.17,8.59,35
South Dakota,46,20-24 years,20-24,9th through 12th grade with no diploma,2,Yes,1,22,21.91,37.23,3225.82,32.8,11.57,38.5
South Dakota,46,20-24 years,20-24,9th through 12th grade with no diploma,2,No,2,324,21.83,38.06,3194.3,26.75,7.58,30.06
South Dakota,46,20-24 years,20-24,High school graduate or GED completed,3,Yes,1,52,22.54,37.81,3330.19,31.84,11.63,22.5
South Dakota,46,20-24 years,20-24,High school graduate or GED completed,3,No,2,709,22.06,38.27,3273.93,26.83,9.86,27.74
South Dakota,46,20-24 years,20-24,"Some college credit, but not a degree",4,Yes,1,31,23,37.06,3358.52,30.99,10.06,47.38
South Dakota,46,20-24 years,20-24,"Some college credit, but not a degree",4,No,2,307,22.32,38.12,3276.78,26.87,10.48,22.62
South Dakota,46,20-24 years,20-24,"Associate degree (AA, AS)",5,Yes,1,10,23.1,38.4,3334.9,30.98,12.2,27.67
South Dakota,46,20-24 years,20-24,"Associate degree (AA, AS)",5,No,2,136,22.81,38.18,3277.53,26.8,11.36,21
South Dakota,46,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Yes,1,17,23.53,38,3166.76,29.63,11.06,27
South Dakota,46,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,No,2,150,23.28,38.66,3369.25,25.92,11.56,17.08
South Dakota,46,25-29 years,25-29,8th grade or less,1,No,2,68,26.96,38.9,3220.24,25.87,7.57,48.43
South Dakota,46,25-29 years,25-29,9th through 12th grade with no diploma,2,Yes,1,24,26.83,37.58,3303.33,33.6,10.08,81.5
South Dakota,46,25-29 years,25-29,9th through 12th grade with no diploma,2,No,2,205,26.67,37.78,3230.85,28.99,6.85,57.7
South Dakota,46,25-29 years,25-29,High school graduate or GED completed,3,Yes,1,66,27.18,37.83,3270.21,32.56,11.71,41.5
South Dakota,46,25-29 years,25-29,High school graduate or GED completed,3,No,2,684,26.98,38.08,3257.88,28.79,10.22,42.73
South Dakota,46,25-29 years,25-29,"Some college credit, but not a degree",4,Yes,1,57,27.44,37.47,3207.25,32.37,10.95,45.3
South Dakota,46,25-29 years,25-29,"Some college credit, but not a degree",4,No,2,460,26.93,38.2,3300.88,28.46,10.41,36.7
South Dakota,46,25-29 years,25-29,"Associate degree (AA, AS)",5,Yes,1,39,27.18,38.13,3470.9,33.13,11.1,32.83
South Dakota,46,25-29 years,25-29,"Associate degree (AA, AS)",5,No,2,389,27.23,38.46,3378.44,28.35,11.41,32.61
South Dakota,46,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Yes,1,88,27.44,37.95,3287.11,32.31,12.65,22.41
South Dakota,46,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,No,2,943,27.15,38.6,3393.52,26.69,11.76,24.98
South Dakota,46,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,21,27.67,38.29,3260.76,29.32,11.81,83
South Dakota,46,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,218,27.58,38.63,3379.05,26.32,11.67,30.33
South Dakota,46,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,74,27.85,38.49,3272.47,24.47,11.39,17.44
South Dakota,46,25-29 years,25-29,Unknown or Not Stated,Unk,No,2,11,26.82,36.27,2897.36,28.9,6.18,53.67
South Dakota,46,30-34 years,30-34,8th grade or less,1,No,2,46,31.67,38.48,3279.8,25.69,7.48,49.58
South Dakota,46,30-34 years,30-34,9th through 12th grade with no diploma,2,Yes,1,22,32.14,37.23,3344.95,30.84,8.86,90
South Dakota,46,30-34 years,30-34,9th through 12th grade with no diploma,2,No,2,124,31.53,38.19,3260.98,28.64,6.6,65.18
South Dakota,46,30-34 years,30-34,High school graduate or GED completed,3,Yes,1,72,31.54,37.6,3230.18,32.93,9.9,64
South Dakota,46,30-34 years,30-34,High school graduate or GED completed,3,No,2,442,31.63,38.24,3294.53,28.41,10.11,63.27
South Dakota,46,30-34 years,30-34,"Some college credit, but not a degree",4,Yes,1,46,32,37.91,3429.04,32.6,11.54,46.5
South Dakota,46,30-34 years,30-34,"Some college credit, but not a degree",4,No,2,350,31.71,38.42,3359.83,29.26,10.39,55.2
South Dakota,46,30-34 years,30-34,"Associate degree (AA, AS)",5,Yes,1,45,31.93,38.11,3469.09,33.72,11.13,29.8
South Dakota,46,30-34 years,30-34,"Associate degree (AA, AS)",5,No,2,336,31.64,38.14,3298.15,29.21,10.94,49.24
South Dakota,46,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Yes,1,89,31.91,37.64,3262.08,30.26,11.42,41.29
South Dakota,46,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,No,2,921,31.74,38.45,3374.83,26.94,11.45,38.68
South Dakota,46,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,33,31.88,37.97,3438.85,31.33,11.64,48.5
South Dakota,46,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,363,31.91,38.19,3312.88,26.47,11.69,39.44
South Dakota,46,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,169,31.9,38.52,3402.82,24.92,11.32,32.85
South Dakota,46,35-39 years,35-39,8th grade or less,1,No,2,30,36.9,38.53,3364.43,26.65,6.45,49.5
South Dakota,46,35-39 years,35-39,9th through 12th grade with no diploma,2,Yes,1,10,36.1,36.9,3216.8,30.85,8.6,125.33
South Dakota,46,35-39 years,35-39,9th through 12th grade with no diploma,2,No,2,50,36.84,37.49,3094,28.99,5.44,95.68
South Dakota,46,35-39 years,35-39,High school graduate or GED completed,3,Yes,1,29,37.03,37.86,3288.62,33.82,10.17,90.67
South Dakota,46,35-39 years,35-39,High school graduate or GED completed,3,No,2,166,36.63,37.98,3239.92,28.62,9.19,70.34
South Dakota,46,35-39 years,35-39,"Some college credit, but not a degree",4,Yes,1,33,36.61,37.33,3204.58,33.39,11.36,70.82
South Dakota,46,35-39 years,35-39,"Some college credit, but not a degree",4,No,2,145,36.43,38.07,3232.9,30.35,10.1,70.33
South Dakota,46,35-39 years,35-39,"Associate degree (AA, AS)",5,Yes,1,25,37.12,37.6,3109.64,31.96,10.92,77.5
South Dakota,46,35-39 years,35-39,"Associate degree (AA, AS)",5,No,2,124,36.52,37.8,3238.59,28.09,10.79,52.67
South Dakota,46,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Yes,1,48,36.46,37.4,3101.92,30.28,10.74,50.91
South Dakota,46,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,No,2,352,36.37,38.27,3339.55,27.9,11.36,47.26
South Dakota,46,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,26,36.5,37.81,3342.27,31.31,11.08,26.2
South Dakota,46,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,149,36.4,38.24,3353.17,27.06,11.35,36.12
South Dakota,46,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,68,36.46,38.54,3414.71,24.77,11.04,44.17
South Dakota,46,40-44 years,40-44,High school graduate or GED completed,3,No,2,36,40.5,36.86,3043.58,28.36,8.25,94.33
South Dakota,46,40-44 years,40-44,"Some college credit, but not a degree",4,No,2,37,41.38,38.08,3237.89,28.39,10.3,59.76
South Dakota,46,40-44 years,40-44,"Associate degree (AA, AS)",5,No,2,24,41,37.33,3374.79,30.81,10.42,44
South Dakota,46,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,No,2,55,41.09,38.07,3325.67,27.71,10.85,58.58
South Dakota,46,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,26,40.77,37.96,3417.76,27.78,12,64.38
South Dakota,46,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,11,41.27,37,3107.82,27.48,10.91,45
Tennessee,47,Under 15 years,15,8th grade or less,1,No,2,32,13.66,38.09,3041,21.85,9.06,18
Tennessee,47,Under 15 years,15,9th through 12th grade with no diploma,2,No,2,21,14,38.7,3093.1,22.84,8.43,13
Tennessee,47,15-19 years,15-19,8th grade or less,1,No,2,55,17.25,38.27,3145.45,24.79,9.72,30
Tennessee,47,15-19 years,15-19,9th through 12th grade with no diploma,2,Yes,1,35,17.69,38.14,3221.11,26.6,11,24
Tennessee,47,15-19 years,15-19,9th through 12th grade with no diploma,2,No,2,1314,17.39,38.11,3070.93,24.21,9.89,20.58
Tennessee,47,15-19 years,15-19,High school graduate or GED completed,3,Yes,1,57,18.53,37.8,3235.93,27.85,11.7,25
Tennessee,47,15-19 years,15-19,High school graduate or GED completed,3,No,2,1826,18.49,38.26,3109.2,25,10.82,20.47
Tennessee,47,15-19 years,15-19,"Some college credit, but not a degree",4,Yes,1,11,18.64,37.27,3206.73,29.36,10.18,41
Tennessee,47,15-19 years,15-19,"Some college credit, but not a degree",4,No,2,281,18.82,38.13,3137.63,25.33,10.79,22
Tennessee,47,15-19 years,15-19,"Associate degree (AA, AS)",5,No,2,15,18.93,38.2,3023.27,25.03,11.67,14
Tennessee,47,15-19 years,15-19,Unknown or Not Stated,Unk,No,2,13,17.92,37,2839.08,24.49,8.58,Not Applicable
Tennessee,47,20-24 years,20-24,8th grade or less,1,No,2,118,22.04,38.72,3315.69,26.1,9.19,20.81
Tennessee,47,20-24 years,20-24,9th through 12th grade with no diploma,2,Yes,1,84,22.23,37.83,3262.79,30.81,10.28,26.5
Tennessee,47,20-24 years,20-24,9th through 12th grade with no diploma,2,No,2,1359,21.85,38.22,3129.02,26.83,9.96,33.27
Tennessee,47,20-24 years,20-24,High school graduate or GED completed,3,Yes,1,443,22.07,37.74,3229.14,31.21,12,29.72
Tennessee,47,20-24 years,20-24,High school graduate or GED completed,3,No,2,7119,22,38.26,3176.97,27.56,10.81,31.34
Tennessee,47,20-24 years,20-24,"Some college credit, but not a degree",4,Yes,1,194,22.63,37.83,3253.99,33.26,12.54,31.24
Tennessee,47,20-24 years,20-24,"Some college credit, but not a degree",4,No,2,3469,22.32,38.29,3204.01,27.62,11.37,29.44
Tennessee,47,20-24 years,20-24,"Associate degree (AA, AS)",5,Yes,1,48,22.88,37.83,3156.25,29.34,13.08,31.5
Tennessee,47,20-24 years,20-24,"Associate degree (AA, AS)",5,No,2,943,22.74,38.35,3245.13,27.58,11.94,26.15
Tennessee,47,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Yes,1,46,23.2,37.89,3292,28.37,12.65,60.33
Tennessee,47,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,No,2,935,23.33,38.5,3320.86,26.89,11.44,23.16
Tennessee,47,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,89,23.72,38.53,3311.01,26.61,12.65,12.83
Tennessee,47,20-24 years,20-24,Unknown or Not Stated,Unk,No,2,12,22.5,38.92,3385,29.96,10.83,17.67
Tennessee,47,25-29 years,25-29,8th grade or less,1,No,2,146,27.01,38.96,3370.48,26.94,9.21,40.08
Tennessee,47,25-29 years,25-29,9th through 12th grade with no diploma,2,Yes,1,71,26.76,37.99,3373.61,34.46,11.25,52.2
Tennessee,47,25-29 years,25-29,9th through 12th grade with no diploma,2,No,2,784,26.79,37.83,3074.14,28.45,9.42,54.98
Tennessee,47,25-29 years,25-29,High school graduate or GED completed,3,Yes,1,463,26.99,37.8,3259.6,32.9,12.25,46.02
Tennessee,47,25-29 years,25-29,High school graduate or GED completed,3,No,2,5239,26.82,38.15,3203,29.18,10.83,47.47
Tennessee,47,25-29 years,25-29,"Some college credit, but not a degree",4,Yes,1,369,27.24,37.67,3282.01,33.96,12.89,44.58
Tennessee,47,25-29 years,25-29,"Some college credit, but not a degree",4,No,2,4458,26.92,38.2,3235,29.23,11.18,43.11
Tennessee,47,25-29 years,25-29,"Associate degree (AA, AS)",5,Yes,1,169,27.14,37.78,3292.33,32.11,13.1,35.69
Tennessee,47,25-29 years,25-29,"Associate degree (AA, AS)",5,No,2,2014,27.02,38.27,3291.62,28.85,11.55,38.76
Tennessee,47,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Yes,1,330,27.3,38.06,3295.8,30.95,12.56,35.58
Tennessee,47,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,No,2,4869,27.25,38.56,3362.31,27.14,11.55,31.74
Tennessee,47,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,87,27.62,38.18,3306.13,31.23,12.92,18.5
Tennessee,47,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,1508,27.6,38.56,3346.11,26.87,11.7,29.21
Tennessee,47,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,16,28,38.31,3332.38,28.27,13.25,13.5
Tennessee,47,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,304,27.97,38.55,3355.93,25.64,11.52,19.38
Tennessee,47,25-29 years,25-29,Unknown or Not Stated,Unk,No,2,25,27.12,38.6,3098.16,27.28,9.13,Not Applicable
Tennessee,47,30-34 years,30-34,8th grade or less,1,No,2,93,31.89,38.85,3377.71,27.46,8.38,67.35
Tennessee,47,30-34 years,30-34,9th through 12th grade with no diploma,2,Yes,1,47,31.89,36.47,2978.91,33.57,9.6,56.67
Tennessee,47,30-34 years,30-34,9th through 12th grade with no diploma,2,No,2,475,31.92,37.66,3028.29,28.94,8.88,68.42
Tennessee,47,30-34 years,30-34,High school graduate or GED completed,3,Yes,1,346,31.93,37.7,3309.77,33.51,12.34,63.23
Tennessee,47,30-34 years,30-34,High school graduate or GED completed,3,No,2,3007,31.69,37.82,3143.06,29.74,10.54,60.21
Tennessee,47,30-34 years,30-34,"Some college credit, but not a degree",4,Yes,1,360,31.83,37.55,3268.76,33.85,11.98,65.34
Tennessee,47,30-34 years,30-34,"Some college credit, but not a degree",4,No,2,3239,31.76,38.14,3242.59,29.45,10.96,57.01
Tennessee,47,30-34 years,30-34,"Associate degree (AA, AS)",5,Yes,1,165,32.07,37.58,3247.37,32.4,11.96,60.25
Tennessee,47,30-34 years,30-34,"Associate degree (AA, AS)",5,No,2,1561,31.78,38.22,3297.43,29.55,11.22,56.46
Tennessee,47,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Yes,1,400,32.03,37.88,3310.52,30.87,11.89,46.45
Tennessee,47,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,No,2,5488,31.84,38.48,3363.48,26.73,11.32,38.88
Tennessee,47,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,183,32.05,37.9,3270.28,29.22,11.62,38.21
Tennessee,47,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,2598,31.9,38.53,3377.94,26.42,11.45,33.88
Tennessee,47,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,52,32.08,38.06,3337.48,30.18,12.58,53.13
Tennessee,47,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,840,32.04,38.49,3366.07,25.09,11.34,34.23
Tennessee,47,30-34 years,30-34,Unknown or Not Stated,Unk,No,2,41,32.24,36.88,3191.13,25.34,6.19,70.33
Tennessee,47,35-39 years,35-39,8th grade or less,1,No,2,35,36.74,38.77,3438.63,27.41,7.88,62.15
Tennessee,47,35-39 years,35-39,9th through 12th grade with no diploma,2,Yes,1,34,36.53,37.56,3236.56,32.55,12.85,102.9
Tennessee,47,35-39 years,35-39,9th through 12th grade with no diploma,2,No,2,210,36.52,37.15,2928.25,29.67,8.6,92.09
Tennessee,47,35-39 years,35-39,High school graduate or GED completed,3,Yes,1,151,36.4,37.42,3167.26,33.32,12.41,73.45
Tennessee,47,35-39 years,35-39,High school graduate or GED completed,3,No,2,1153,36.49,37.76,3142.21,29.65,10.37,85.98
Tennessee,47,35-39 years,35-39,"Some college credit, but not a degree",4,Yes,1,170,36.59,37.75,3306.22,32.88,12.41,81.31
Tennessee,47,35-39 years,35-39,"Some college credit, but not a degree",4,No,2,1390,36.45,37.93,3221.67,29.91,10.98,71.97
Tennessee,47,35-39 years,35-39,"Associate degree (AA, AS)",5,Yes,1,77,36.56,37.48,3220.94,33.49,12.99,86.12
Tennessee,47,35-39 years,35-39,"Associate degree (AA, AS)",5,No,2,699,36.56,38.13,3272.62,29.47,11.39,70.64
Tennessee,47,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Yes,1,229,36.58,37.77,3341.18,30.84,12.07,55.1
Tennessee,47,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,No,2,2351,36.47,38.34,3356.33,27.06,11.17,48.83
Tennessee,47,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,111,36.68,37.57,3286.45,30.33,11.54,40.21
Tennessee,47,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,1335,36.51,38.32,3343.11,26.66,11.11,46.06
Tennessee,47,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,42,36.9,38.07,3373.98,29.78,12,11.9
Tennessee,47,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,532,36.47,38.51,3349.27,25.3,11.12,43.71
Tennessee,47,35-39 years,35-39,Unknown or Not Stated,Unk,No,2,19,36.95,38.76,3397.17,26.14,7.44,67.57
Tennessee,47,40-44 years,40-44,8th grade or less,1,No,2,23,41.35,38.43,3303.83,28.08,7.83,42.86
Tennessee,47,40-44 years,40-44,9th through 12th grade with no diploma,2,No,2,57,41.19,36.44,2782.11,30.03,7.68,84.28
Tennessee,47,40-44 years,40-44,High school graduate or GED completed,3,Yes,1,29,41.28,37,3046,33.79,11.07,83.73
Tennessee,47,40-44 years,40-44,High school graduate or GED completed,3,No,2,189,41.32,37.55,3083.16,29.57,10.89,79.31
Tennessee,47,40-44 years,40-44,"Some college credit, but not a degree",4,Yes,1,47,40.85,37.62,3263.79,34.11,12.81,91.18
Tennessee,47,40-44 years,40-44,"Some college credit, but not a degree",4,No,2,273,41.05,38.11,3222.15,30.04,11.79,88.72
Tennessee,47,40-44 years,40-44,"Associate degree (AA, AS)",5,Yes,1,23,41.65,37.43,3387.7,32.06,13.48,69.1
Tennessee,47,40-44 years,40-44,"Associate degree (AA, AS)",5,No,2,135,41.2,37.93,3284.66,29.78,11.59,79.22
Tennessee,47,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Yes,1,47,41.23,37.74,3380.72,29.59,12.57,64.06
Tennessee,47,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,No,2,424,41.14,38.12,3346.38,27.02,11.03,75.33
Tennessee,47,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,41,41.2,37.78,3232.07,30.99,12.51,53.9
Tennessee,47,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,266,41.21,37.89,3250.84,27.27,10.78,54.69
Tennessee,47,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,19,41.32,38.21,3347.58,29.41,11.79,22.5
Tennessee,47,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,114,41.12,37.81,3215.48,26.25,11.1,62.27
Tennessee,47,45-49 years,45-49,"Some college credit, but not a degree",4,No,2,11,46.09,37.27,2957.27,27.68,11,158.33
Tennessee,47,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,No,2,19,46.11,38.11,3268.63,28.33,11.58,83.57
Tennessee,47,45-49 years,45-49,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,11,45.73,38.45,3225,25.76,10.45,71
Texas,48,Under 15 years,15,8th grade or less,1,No,2,99,13.62,37.38,2922.4,24.18,7.69,11.67
Texas,48,Under 15 years,15,9th through 12th grade with no diploma,2,No,2,81,13.94,38.05,2995.41,23.13,7.71,Not Applicable
Texas,48,15-19 years,15-19,8th grade or less,1,Yes,1,11,17.82,38.45,3128,27.53,10,11
Texas,48,15-19 years,15-19,8th grade or less,1,No,2,432,17.37,38.32,3096.52,25.61,7.5,20.65
Texas,48,15-19 years,15-19,9th through 12th grade with no diploma,2,Yes,1,144,17.92,37.92,3173.83,28.75,10.66,27.65
Texas,48,15-19 years,15-19,9th through 12th grade with no diploma,2,No,2,6388,17.47,38.24,3079.91,24.78,8.94,21.5
Texas,48,15-19 years,15-19,9th through 12th grade with no diploma,2,Unknown or Not Stated,9,41,17.59,37.58,2911.85,24.66,5.94,Not Applicable
Texas,48,15-19 years,15-19,High school graduate or GED completed,3,Yes,1,156,18.52,37.86,3270.19,29.42,10.67,23.5
Texas,48,15-19 years,15-19,High school graduate or GED completed,3,No,2,7723,18.45,38.29,3119.98,25.48,9.5,21.71
Texas,48,15-19 years,15-19,High school graduate or GED completed,3,Unknown or Not Stated,9,30,18.27,38.67,3145,25.28,6.67,Not Applicable
Texas,48,15-19 years,15-19,"Some college credit, but not a degree",4,Yes,1,35,18.83,38.17,3405,31.01,11.38,19
Texas,48,15-19 years,15-19,"Some college credit, but not a degree",4,No,2,1205,18.76,38.26,3147.66,25.83,9.89,21.22
Texas,48,15-19 years,15-19,"Associate degree (AA, AS)",5,No,2,118,18.78,38.41,3178.82,25.02,10.58,18.17
Texas,48,15-19 years,15-19,Unknown or Not Stated,Unk,No,2,124,17.78,37.83,2967.28,25.29,8.12,16.1
Texas,48,20-24 years,20-24,8th grade or less,1,Yes,1,24,22.38,37.79,3406.71,30.4,9.86,67
Texas,48,20-24 years,20-24,8th grade or less,1,No,2,592,21.94,38.15,3115.39,27.41,8.37,34.98
Texas,48,20-24 years,20-24,9th through 12th grade with no diploma,2,Yes,1,284,22.18,37.57,3310.64,31.85,10.94,31.51
Texas,48,20-24 years,20-24,9th through 12th grade with no diploma,2,No,2,6964,21.89,38.24,3145.66,27.93,8.92,35.42
Texas,48,20-24 years,20-24,9th through 12th grade with no diploma,2,Unknown or Not Stated,9,26,22.15,36.69,2854.65,27.3,11.56,10
Texas,48,20-24 years,20-24,High school graduate or GED completed,3,Yes,1,1341,22.3,37.67,3246.75,32.04,10.87,31.04
Texas,48,20-24 years,20-24,High school graduate or GED completed,3,No,2,30461,22.05,38.23,3162.5,27.84,9.79,31.08
Texas,48,20-24 years,20-24,High school graduate or GED completed,3,Unknown or Not Stated,9,79,21.92,37.83,3090.19,26.67,6.43,30
Texas,48,20-24 years,20-24,"Some college credit, but not a degree",4,Yes,1,617,22.61,37.67,3244.67,31.48,11.34,35.03
Texas,48,20-24 years,20-24,"Some college credit, but not a degree",4,No,2,13785,22.33,38.28,3196.43,27.64,10.22,28.27
Texas,48,20-24 years,20-24,"Some college credit, but not a degree",4,Unknown or Not Stated,9,25,21.92,37.91,3033.5,25.85,10.71,17
Texas,48,20-24 years,20-24,"Associate degree (AA, AS)",5,Yes,1,173,22.9,37.6,3099.13,30.96,11.75,26.5
Texas,48,20-24 years,20-24,"Associate degree (AA, AS)",5,No,2,3412,22.67,38.37,3230.69,27.52,10.49,29
Texas,48,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Yes,1,139,23.29,37.9,3209.72,30.25,12.04,20.88
Texas,48,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,No,2,3310,23.23,38.53,3288.05,26.71,10.97,23.6
Texas,48,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,220,23.51,38.62,3286.74,26.43,10.74,21.86
Texas,48,20-24 years,20-24,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,15,23.53,38.47,3226.4,26.97,11.73,16
Texas,48,20-24 years,20-24,Unknown or Not Stated,Unk,Yes,1,16,22.75,36.62,2898.5,29.88,11.15,52.33
Texas,48,20-24 years,20-24,Unknown or Not Stated,Unk,No,2,322,22.25,37.42,3051.3,27.34,8.67,37.1
Texas,48,25-29 years,25-29,8th grade or less,1,Yes,1,27,27.56,37.48,3173.22,31.27,11.11,70.38
Texas,48,25-29 years,25-29,8th grade or less,1,No,2,451,26.87,37.94,3169.49,28.87,9.13,55.33
Texas,48,25-29 years,25-29,9th through 12th grade with no diploma,2,Yes,1,304,27.04,37.47,3262.22,34.04,9.97,62.61
Texas,48,25-29 years,25-29,9th through 12th grade with no diploma,2,No,2,4342,26.75,37.95,3134.78,29.59,9.05,51.67
Texas,48,25-29 years,25-29,9th through 12th grade with no diploma,2,Unknown or Not Stated,9,20,26.75,37.67,2995.75,28.82,2.38,16.5
Texas,48,25-29 years,25-29,High school graduate or GED completed,3,Yes,1,1794,27.01,37.63,3275.16,33.74,11.32,45.25
Texas,48,25-29 years,25-29,High school graduate or GED completed,3,No,2,23226,26.81,38.09,3192.02,29.77,9.99,46.56
Texas,48,25-29 years,25-29,High school graduate or GED completed,3,Unknown or Not Stated,9,49,26.84,38.25,3164.45,27.93,4,29.5
Texas,48,25-29 years,25-29,"Some college credit, but not a degree",4,Yes,1,1408,27.1,37.53,3234.36,33.09,11.33,43.46
Texas,48,25-29 years,25-29,"Some college credit, but not a degree",4,No,2,18338,26.98,38.18,3230.59,29.36,10.37,42.78
Texas,48,25-29 years,25-29,"Some college credit, but not a degree",4,Unknown or Not Stated,9,34,27.06,38.97,3393.32,27.53,7.15,67.25
Texas,48,25-29 years,25-29,"Associate degree (AA, AS)",5,Yes,1,496,27.14,37.7,3261.5,32.07,11.43,41.02
Texas,48,25-29 years,25-29,"Associate degree (AA, AS)",5,No,2,7113,27.1,38.27,3255.71,29.07,10.73,41.13
Texas,48,25-29 years,25-29,"Associate degree (AA, AS)",5,Unknown or Not Stated,9,11,26.18,38.82,3418.45,24.94,11.5,62.33
Texas,48,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Yes,1,984,27.42,37.7,3238.7,30.87,11.84,30.66
