State,State Code,Age of Mother 9,Age of Mother 9 Code,Mother's Education,Mother's Education Code,Delivery Method,Delivery Method Code,Deaths,Births,Death Rate Raw,Death Rate Fx,Death Rate Clean
Pennsylvania,42,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Cesarean,2,10,2887,3.46 (Unreliable),3.46,3.46
Pennsylvania,42,30-34 years,30-34,Unknown or Not Stated,Unk,Vaginal,1,54,750,72,72,72
Pennsylvania,42,35-39 years,35-39,8th grade or less,1,Vaginal,1,17,2311,7.36 (Unreliable),7.36,7.36
Pennsylvania,42,35-39 years,35-39,9th through 12th grade with no diploma,2,Vaginal,1,14,2279,6.14 (Unreliable),6.14,6.14
Pennsylvania,42,35-39 years,35-39,9th through 12th grade with no diploma,2,Cesarean,2,20,958,20.88,20.88,20.88
Pennsylvania,42,35-39 years,35-39,High school graduate or GED completed,3,Vaginal,1,67,7951,8.43,8.43,8.43
Pennsylvania,42,35-39 years,35-39,High school graduate or GED completed,3,Cesarean,2,56,5203,10.76,10.76,10.76
Pennsylvania,42,35-39 years,35-39,"Some college credit, but not a degree",4,Vaginal,1,32,7717,4.15,4.15,4.15
Pennsylvania,42,35-39 years,35-39,"Some college credit, but not a degree",4,Cesarean,2,39,5437,7.17,7.17,7.17
Pennsylvania,42,35-39 years,35-39,"Associate degree (AA, AS)",5,Vaginal,1,26,5452,4.77,4.77,4.77
Pennsylvania,42,35-39 years,35-39,"Associate degree (AA, AS)",5,Cesarean,2,20,3884,5.15,5.15,5.15
Pennsylvania,42,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,41,19263,2.13,2.13,2.13
Pennsylvania,42,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,53,11639,4.55,4.55,4.55
Pennsylvania,42,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,37,14571,2.54,2.54,2.54
Pennsylvania,42,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,27,8637,3.13,3.13,3.13
Pennsylvania,42,35-39 years,35-39,Unknown or Not Stated,Unk,Vaginal,1,25,421,59.38,59.38,59.38
Pennsylvania,42,35-39 years,35-39,Unknown or Not Stated,Unk,Cesarean,2,10,213,46.95 (Unreliable),46.95,46.95
Pennsylvania,42,40-44 years,40-44,High school graduate or GED completed,3,Vaginal,1,11,1512,7.28 (Unreliable),7.28,7.28
Pennsylvania,42,40-44 years,40-44,"Some college credit, but not a degree",4,Cesarean,2,13,1159,11.22 (Unreliable),11.22,11.22
Pennsylvania,42,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,10,2680,3.73 (Unreliable),3.73,3.73
Pennsylvania,42,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,13,2184,5.95 (Unreliable),5.95,5.95
Rhode Island,44,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,10,1883,5.31 (Unreliable),5.31,5.31
South Carolina,45,15-19 years,15-19,9th through 12th grade with no diploma,2,Vaginal,1,72,5957,12.09,12.09,12.09
South Carolina,45,15-19 years,15-19,9th through 12th grade with no diploma,2,Cesarean,2,24,1494,16.06,16.06,16.06
South Carolina,45,15-19 years,15-19,High school graduate or GED completed,3,Vaginal,1,45,5794,7.77,7.77,7.77
South Carolina,45,15-19 years,15-19,High school graduate or GED completed,3,Cesarean,2,31,1538,20.16,20.16,20.16
South Carolina,45,20-24 years,20-24,9th through 12th grade with no diploma,2,Vaginal,1,52,6169,8.43,8.43,8.43
South Carolina,45,20-24 years,20-24,9th through 12th grade with no diploma,2,Cesarean,2,38,2506,15.16,15.16,15.16
South Carolina,45,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,173,21341,8.11,8.11,8.11
South Carolina,45,20-24 years,20-24,High school graduate or GED completed,3,Cesarean,2,106,8041,13.18,13.18,13.18
South Carolina,45,20-24 years,20-24,"Some college credit, but not a degree",4,Vaginal,1,89,14118,6.3,6.3,6.3
South Carolina,45,20-24 years,20-24,"Some college credit, but not a degree",4,Cesarean,2,54,5195,10.39,10.39,10.39
South Carolina,45,20-24 years,20-24,"Associate degree (AA, AS)",5,Vaginal,1,10,2697,3.71 (Unreliable),3.71,3.71
South Carolina,45,20-24 years,20-24,"Associate degree (AA, AS)",5,Cesarean,2,13,992,13.10 (Unreliable),13.1,13.1
South Carolina,45,25-29 years,25-29,9th through 12th grade with no diploma,2,Vaginal,1,33,3742,8.82,8.82,8.82
South Carolina,45,25-29 years,25-29,9th through 12th grade with no diploma,2,Cesarean,2,30,2126,14.11,14.11,14.11
South Carolina,45,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,116,15559,7.46,7.46,7.46
South Carolina,45,25-29 years,25-29,High school graduate or GED completed,3,Cesarean,2,73,8014,9.11,9.11,9.11
South Carolina,45,25-29 years,25-29,"Some college credit, but not a degree",4,Vaginal,1,101,16216,6.23,6.23,6.23
South Carolina,45,25-29 years,25-29,"Some college credit, but not a degree",4,Cesarean,2,72,8202,8.78,8.78,8.78
South Carolina,45,25-29 years,25-29,"Associate degree (AA, AS)",5,Vaginal,1,30,7033,4.27,4.27,4.27
South Carolina,45,25-29 years,25-29,"Associate degree (AA, AS)",5,Cesarean,2,21,3483,6.03,6.03,6.03
South Carolina,45,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,45,14390,3.13,3.13,3.13
South Carolina,45,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,44,5712,7.7,7.7,7.7
South Carolina,45,25-29 years,25-29,Unknown or Not Stated,Unk,Vaginal,1,10,178,56.18 (Unreliable),56.18,56.18
South Carolina,45,30-34 years,30-34,9th through 12th grade with no diploma,2,Vaginal,1,14,1940,7.22 (Unreliable),7.22,7.22
South Carolina,45,30-34 years,30-34,9th through 12th grade with no diploma,2,Cesarean,2,17,1274,13.34 (Unreliable),13.34,13.34
South Carolina,45,30-34 years,30-34,High school graduate or GED completed,3,Vaginal,1,55,7722,7.12,7.12,7.12
South Carolina,45,30-34 years,30-34,High school graduate or GED completed,3,Cesarean,2,64,5135,12.46,12.46,12.46
South Carolina,45,30-34 years,30-34,"Some college credit, but not a degree",4,Vaginal,1,63,9757,6.46,6.46,6.46
South Carolina,45,30-34 years,30-34,"Some college credit, but not a degree",4,Cesarean,2,62,6493,9.55,9.55,9.55
South Carolina,45,30-34 years,30-34,"Associate degree (AA, AS)",5,Vaginal,1,30,5609,5.35,5.35,5.35
South Carolina,45,30-34 years,30-34,"Associate degree (AA, AS)",5,Cesarean,2,33,3845,8.58,8.58,8.58
South Carolina,45,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,56,15857,3.53,3.53,3.53
South Carolina,45,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,31,7733,4.01,4.01,4.01
South Carolina,45,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,24,7888,3.04,3.04,3.04
South Carolina,45,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,15,4056,3.70 (Unreliable),3.7,3.7
South Carolina,45,35-39 years,35-39,9th through 12th grade with no diploma,2,Cesarean,2,14,592,23.65 (Unreliable),23.65,23.65
South Carolina,45,35-39 years,35-39,High school graduate or GED completed,3,Vaginal,1,30,2673,11.22,11.22,11.22
South Carolina,45,35-39 years,35-39,High school graduate or GED completed,3,Cesarean,2,18,2138,8.42 (Unreliable),8.42,8.42
South Carolina,45,35-39 years,35-39,"Some college credit, but not a degree",4,Vaginal,1,19,3529,5.38 (Unreliable),5.38,5.38
South Carolina,45,35-39 years,35-39,"Some college credit, but not a degree",4,Cesarean,2,33,3093,10.67,10.67,10.67
South Carolina,45,35-39 years,35-39,"Associate degree (AA, AS)",5,Vaginal,1,12,2170,5.53 (Unreliable),5.53,5.53
South Carolina,45,35-39 years,35-39,"Associate degree (AA, AS)",5,Cesarean,2,17,2047,8.30 (Unreliable),8.3,8.3
South Carolina,45,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,27,6235,4.33,4.33,4.33
South Carolina,45,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,19,4423,4.30 (Unreliable),4.3,4.3
South Carolina,45,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,18,3874,4.65 (Unreliable),4.65,4.65
South Carolina,45,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,13,2756,4.72 (Unreliable),4.72,4.72
South Carolina,45,40-44 years,40-44,"Some college credit, but not a degree",4,Cesarean,2,10,654,15.29 (Unreliable),15.29,15.29
South Dakota,46,15-19 years,15-19,9th through 12th grade with no diploma,2,Vaginal,1,16,1338,11.96 (Unreliable),11.96,11.96
South Dakota,46,20-24 years,20-24,9th through 12th grade with no diploma,2,Vaginal,1,27,1615,16.72,16.72,16.72
South Dakota,46,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,29,3935,7.37,7.37,7.37
South Dakota,46,20-24 years,20-24,High school graduate or GED completed,3,Cesarean,2,12,967,12.41 (Unreliable),12.41,12.41
South Dakota,46,25-29 years,25-29,9th through 12th grade with no diploma,2,Vaginal,1,12,1135,10.57 (Unreliable),10.57,10.57
South Dakota,46,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,20,3512,5.69,5.69,5.69
South Dakota,46,25-29 years,25-29,High school graduate or GED completed,3,Cesarean,2,10,1180,8.47 (Unreliable),8.47,8.47
South Dakota,46,25-29 years,25-29,"Some college credit, but not a degree",4,Vaginal,1,14,2581,5.42 (Unreliable),5.42,5.42
South Dakota,46,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,12,4859,2.47 (Unreliable),2.47,2.47
South Dakota,46,30-34 years,30-34,High school graduate or GED completed,3,Vaginal,1,10,2067,4.84 (Unreliable),4.84,4.84
South Dakota,46,30-34 years,30-34,High school graduate or GED completed,3,Cesarean,2,10,894,11.19 (Unreliable),11.19,11.19
South Dakota,46,30-34 years,30-34,"Associate degree (AA, AS)",5,Cesarean,2,10,650,15.38 (Unreliable),15.38,15.38
South Dakota,46,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,10,1387,7.21 (Unreliable),7.21,7.21
Tennessee,47,15-19 years,15-19,9th through 12th grade with no diploma,2,Vaginal,1,92,7645,12.03,12.03,12.03
Tennessee,47,15-19 years,15-19,9th through 12th grade with no diploma,2,Cesarean,2,41,1832,22.38,22.38,22.38
Tennessee,47,15-19 years,15-19,High school graduate or GED completed,3,Vaginal,1,101,9973,10.13,10.13,10.13
Tennessee,47,15-19 years,15-19,High school graduate or GED completed,3,Cesarean,2,39,2574,15.15,15.15,15.15
Tennessee,47,15-19 years,15-19,"Some college credit, but not a degree",4,Vaginal,1,13,2099,6.19 (Unreliable),6.19,6.19
Tennessee,47,20-24 years,20-24,9th through 12th grade with no diploma,2,Vaginal,1,86,7363,11.68,11.68,11.68
Tennessee,47,20-24 years,20-24,9th through 12th grade with no diploma,2,Cesarean,2,34,2756,12.34,12.34,12.34
Tennessee,47,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,242,34596,7,7,7
Tennessee,47,20-24 years,20-24,High school graduate or GED completed,3,Cesarean,2,171,13120,13.03,13.03,13.03
Tennessee,47,20-24 years,20-24,"Some college credit, but not a degree",4,Vaginal,1,116,20822,5.57,5.57,5.57
Tennessee,47,20-24 years,20-24,"Some college credit, but not a degree",4,Cesarean,2,92,7851,11.72,11.72,11.72
Tennessee,47,20-24 years,20-24,"Associate degree (AA, AS)",5,Vaginal,1,18,4416,4.08 (Unreliable),4.08,4.08
Tennessee,47,20-24 years,20-24,"Associate degree (AA, AS)",5,Cesarean,2,16,1601,9.99 (Unreliable),9.99,9.99
Tennessee,47,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,15,4414,3.40 (Unreliable),3.4,3.4
Tennessee,47,25-29 years,25-29,9th through 12th grade with no diploma,2,Vaginal,1,39,4147,9.4,9.4,9.4
Tennessee,47,25-29 years,25-29,9th through 12th grade with no diploma,2,Cesarean,2,26,2111,12.32,12.32,12.32
Tennessee,47,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,163,23900,6.82,6.82,6.82
Tennessee,47,25-29 years,25-29,High school graduate or GED completed,3,Cesarean,2,131,12034,10.89,10.89,10.89
Tennessee,47,25-29 years,25-29,"Some college credit, but not a degree",4,Vaginal,1,115,22858,5.03,5.03,5.03
Tennessee,47,25-29 years,25-29,"Some college credit, but not a degree",4,Cesarean,2,106,11511,9.21,9.21,9.21
Tennessee,47,25-29 years,25-29,"Associate degree (AA, AS)",5,Vaginal,1,27,8470,3.19,3.19,3.19
Tennessee,47,25-29 years,25-29,"Associate degree (AA, AS)",5,Cesarean,2,30,4145,7.24,7.24,7.24
Tennessee,47,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,39,21116,1.85,1.85,1.85
Tennessee,47,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,63,8362,7.53,7.53,7.53
Tennessee,47,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,11,5777,1.90 (Unreliable),1.9,1.9
Tennessee,47,30-34 years,30-34,9th through 12th grade with no diploma,2,Vaginal,1,22,2384,9.23,9.23,9.23
Tennessee,47,30-34 years,30-34,9th through 12th grade with no diploma,2,Cesarean,2,18,1464,12.30 (Unreliable),12.3,12.3
Tennessee,47,30-34 years,30-34,High school graduate or GED completed,3,Vaginal,1,94,11152,8.43,8.43,8.43
Tennessee,47,30-34 years,30-34,High school graduate or GED completed,3,Cesarean,2,69,6979,9.89,9.89,9.89
Tennessee,47,30-34 years,30-34,"Some college credit, but not a degree",4,Vaginal,1,78,13314,5.86,5.86,5.86
Tennessee,47,30-34 years,30-34,"Some college credit, but not a degree",4,Cesarean,2,57,8529,6.68,6.68,6.68
Tennessee,47,30-34 years,30-34,"Associate degree (AA, AS)",5,Vaginal,1,22,6238,3.53,3.53,3.53
Tennessee,47,30-34 years,30-34,"Associate degree (AA, AS)",5,Cesarean,2,30,3808,7.88,7.88,7.88
Tennessee,47,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,63,21124,2.98,2.98,2.98
Tennessee,47,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,43,10458,4.11,4.11,4.11
Tennessee,47,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,15,10679,1.40 (Unreliable),1.4,1.4
Tennessee,47,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,26,5282,4.92,4.92,4.92
Tennessee,47,35-39 years,35-39,9th through 12th grade with no diploma,2,Vaginal,1,11,975,11.28 (Unreliable),11.28,11.28
Tennessee,47,35-39 years,35-39,High school graduate or GED completed,3,Vaginal,1,32,3807,8.41,8.41,8.41
Tennessee,47,35-39 years,35-39,High school graduate or GED completed,3,Cesarean,2,41,2838,14.45,14.45,14.45
Tennessee,47,35-39 years,35-39,"Some college credit, but not a degree",4,Vaginal,1,30,4827,6.22,6.22,6.22
Tennessee,47,35-39 years,35-39,"Some college credit, but not a degree",4,Cesarean,2,28,3744,7.48,7.48,7.48
Tennessee,47,35-39 years,35-39,"Associate degree (AA, AS)",5,Vaginal,1,10,2334,4.28 (Unreliable),4.28,4.28
Tennessee,47,35-39 years,35-39,"Associate degree (AA, AS)",5,Cesarean,2,13,1867,6.96 (Unreliable),6.96,6.96
Tennessee,47,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,21,8106,2.59,2.59,2.59
Tennessee,47,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,31,5417,5.72,5.72,5.72
Tennessee,47,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,16,3378,4.74 (Unreliable),4.74,4.74
Tennessee,47,40-44 years,40-44,"Some college credit, but not a degree",4,Cesarean,2,13,824,15.78 (Unreliable),15.78,15.78
Tennessee,47,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,14,1005,13.93 (Unreliable),13.93,13.93
Texas,48,15-19 years,15-19,8th grade or less,1,Vaginal,1,17,2620,6.49 (Unreliable),6.49,6.49
Texas,48,15-19 years,15-19,8th grade or less,1,Cesarean,2,10,801,12.48 (Unreliable),12.48,12.48
Texas,48,15-19 years,15-19,9th through 12th grade with no diploma,2,Vaginal,1,285,37495,7.6,7.6,7.6
Texas,48,15-19 years,15-19,9th through 12th grade with no diploma,2,Cesarean,2,168,9921,16.93,16.93,16.93
Texas,48,15-19 years,15-19,High school graduate or GED completed,3,Vaginal,1,228,40957,5.57,5.57,5.57
Texas,48,15-19 years,15-19,High school graduate or GED completed,3,Cesarean,2,153,11420,13.4,13.4,13.4
Texas,48,15-19 years,15-19,"Some college credit, but not a degree",4,Vaginal,1,26,7853,3.31,3.31,3.31
Texas,48,15-19 years,15-19,"Some college credit, but not a degree",4,Cesarean,2,43,2251,19.1,19.1,19.1
Texas,48,20-24 years,20-24,8th grade or less,1,Vaginal,1,11,3011,3.65 (Unreliable),3.65,3.65
Texas,48,20-24 years,20-24,8th grade or less,1,Cesarean,2,13,1372,9.48 (Unreliable),9.48,9.48
Texas,48,20-24 years,20-24,9th through 12th grade with no diploma,2,Vaginal,1,199,32954,6.04,6.04,6.04
Texas,48,20-24 years,20-24,9th through 12th grade with no diploma,2,Cesarean,2,173,14160,12.22,12.22,12.22
Texas,48,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,737,135937,5.42,5.42,5.42
Texas,48,20-24 years,20-24,High school graduate or GED completed,3,Cesarean,2,594,54872,10.83,10.83,10.83
Texas,48,20-24 years,20-24,"Some college credit, but not a degree",4,Vaginal,1,317,77553,4.09,4.09,4.09
Texas,48,20-24 years,20-24,"Some college credit, but not a degree",4,Cesarean,2,275,30232,9.1,9.1,9.1
Texas,48,20-24 years,20-24,"Associate degree (AA, AS)",5,Vaginal,1,61,15636,3.9,3.9,3.9
Texas,48,20-24 years,20-24,"Associate degree (AA, AS)",5,Cesarean,2,34,5898,5.76,5.76,5.76
Texas,48,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,50,14273,3.5,3.5,3.5
Texas,48,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,34,4976,6.83,6.83,6.83
Texas,48,20-24 years,20-24,Unknown or Not Stated,Unk,Vaginal,1,26,767,33.9,33.9,33.9
Texas,48,25-29 years,25-29,8th grade or less,1,Vaginal,1,16,2025,7.90 (Unreliable),7.9,7.9
Texas,48,25-29 years,25-29,8th grade or less,1,Cesarean,2,11,1123,9.80 (Unreliable),9.8,9.8
Texas,48,25-29 years,25-29,9th through 12th grade with no diploma,2,Vaginal,1,124,19490,6.36,6.36,6.36
Texas,48,25-29 years,25-29,9th through 12th grade with no diploma,2,Cesarean,2,118,11303,10.44,10.44,10.44
Texas,48,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,512,92847,5.51,5.51,5.51
Texas,48,25-29 years,25-29,High school graduate or GED completed,3,Cesarean,2,446,52006,8.58,8.58,8.58
Texas,48,25-29 years,25-29,"Some college credit, but not a degree",4,Vaginal,1,399,88368,4.52,4.52,4.52
Texas,48,25-29 years,25-29,"Some college credit, but not a degree",4,Cesarean,2,342,47068,7.27,7.27,7.27
Texas,48,25-29 years,25-29,"Associate degree (AA, AS)",5,Vaginal,1,100,30704,3.26,3.26,3.26
Texas,48,25-29 years,25-29,"Associate degree (AA, AS)",5,Cesarean,2,86,15234,5.65,5.65,5.65
Texas,48,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,189,76209,2.48,2.48,2.48
Texas,48,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,163,31665,5.15,5.15,5.15
Texas,48,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,29,17278,1.68,1.68,1.68
Texas,48,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,33,7149,4.62,4.62,4.62
Texas,48,25-29 years,25-29,Unknown or Not Stated,Unk,Vaginal,1,38,1068,35.58,35.58,35.58
Texas,48,25-29 years,25-29,Unknown or Not Stated,Unk,Cesarean,2,16,510,31.37 (Unreliable),31.37,31.37
Texas,48,30-34 years,30-34,9th through 12th grade with no diploma,2,Vaginal,1,70,9587,7.3,7.3,7.3
Texas,48,30-34 years,30-34,9th through 12th grade with no diploma,2,Cesarean,2,69,6865,10.05,10.05,10.05
Texas,48,30-34 years,30-34,High school graduate or GED completed,3,Vaginal,1,264,42561,6.2,6.2,6.2
Texas,48,30-34 years,30-34,High school graduate or GED completed,3,Cesarean,2,241,30722,7.84,7.84,7.84
Texas,48,30-34 years,30-34,"Some college credit, but not a degree",4,Vaginal,1,284,53657,5.29,5.29,5.29
Texas,48,30-34 years,30-34,"Some college credit, but not a degree",4,Cesarean,2,264,37376,7.06,7.06,7.06
Texas,48,30-34 years,30-34,"Associate degree (AA, AS)",5,Vaginal,1,76,22801,3.33,3.33,3.33
Texas,48,30-34 years,30-34,"Associate degree (AA, AS)",5,Cesarean,2,94,14800,6.35,6.35,6.35
Texas,48,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,212,86734,2.44,2.44,2.44
Texas,48,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,215,46889,4.59,4.59,4.59
Texas,48,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,112,35159,3.19,3.19,3.19
Texas,48,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,87,18438,4.72,4.72,4.72
Texas,48,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,17,10498,1.62 (Unreliable),1.62,1.62
Texas,48,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Cesarean,2,13,4933,2.64 (Unreliable),2.64,2.64
Texas,48,30-34 years,30-34,Unknown or Not Stated,Unk,Vaginal,1,17,1065,15.96 (Unreliable),15.96,15.96
Texas,48,30-34 years,30-34,Unknown or Not Stated,Unk,Cesarean,2,14,628,22.29 (Unreliable),22.29,22.29
Texas,48,35-39 years,35-39,9th through 12th grade with no diploma,2,Vaginal,1,27,3680,7.34,7.34,7.34
Texas,48,35-39 years,35-39,9th through 12th grade with no diploma,2,Cesarean,2,40,3036,13.18,13.18,13.18
Texas,48,35-39 years,35-39,High school graduate or GED completed,3,Vaginal,1,108,14668,7.36,7.36,7.36
Texas,48,35-39 years,35-39,High school graduate or GED completed,3,Cesarean,2,145,13338,10.87,10.87,10.87
Texas,48,35-39 years,35-39,"Some college credit, but not a degree",4,Vaginal,1,108,19894,5.43,5.43,5.43
Texas,48,35-39 years,35-39,"Some college credit, but not a degree",4,Cesarean,2,143,18243,7.84,7.84,7.84
Texas,48,35-39 years,35-39,"Associate degree (AA, AS)",5,Vaginal,1,50,8807,5.68,5.68,5.68
Texas,48,35-39 years,35-39,"Associate degree (AA, AS)",5,Cesarean,2,77,7796,9.88,9.88,9.88
Texas,48,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,99,34661,2.86,2.86,2.86
Texas,48,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,130,27007,4.81,4.81,4.81
Texas,48,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,60,17719,3.39,3.39,3.39
Texas,48,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,71,13772,5.16,5.16,5.16
Texas,48,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,12,6685,1.80 (Unreliable),1.8,1.8
Texas,48,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Cesarean,2,15,4420,3.39 (Unreliable),3.39,3.39
Texas,48,35-39 years,35-39,Unknown or Not Stated,Unk,Vaginal,1,10,566,17.67 (Unreliable),17.67,17.67
Texas,48,40-44 years,40-44,9th through 12th grade with no diploma,2,Cesarean,2,11,741,14.84 (Unreliable),14.84,14.84
Texas,48,40-44 years,40-44,High school graduate or GED completed,3,Vaginal,1,12,2510,4.78 (Unreliable),4.78,4.78
Texas,48,40-44 years,40-44,High school graduate or GED completed,3,Cesarean,2,31,2750,11.27,11.27,11.27
Texas,48,40-44 years,40-44,"Some college credit, but not a degree",4,Vaginal,1,15,3449,4.35 (Unreliable),4.35,4.35
Texas,48,40-44 years,40-44,"Some college credit, but not a degree",4,Cesarean,2,23,3756,6.12,6.12,6.12
Texas,48,40-44 years,40-44,"Associate degree (AA, AS)",5,Vaginal,1,10,1501,6.66 (Unreliable),6.66,6.66
Texas,48,40-44 years,40-44,"Associate degree (AA, AS)",5,Cesarean,2,18,1699,10.59 (Unreliable),10.59,10.59
Texas,48,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,26,5074,5.12,5.12,5.12
Texas,48,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,41,5642,7.27,7.27,7.27
Texas,48,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,19,2794,6.80 (Unreliable),6.8,6.8
Texas,48,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,24,3305,7.26,7.26,7.26
Utah,49,15-19 years,15-19,9th through 12th grade with no diploma,2,Vaginal,1,24,2407,9.97,9.97,9.97
Utah,49,15-19 years,15-19,High school graduate or GED completed,3,Vaginal,1,19,2561,7.42 (Unreliable),7.42,7.42
Utah,49,20-24 years,20-24,9th through 12th grade with no diploma,2,Vaginal,1,19,3144,6.04 (Unreliable),6.04,6.04
Utah,49,20-24 years,20-24,9th through 12th grade with no diploma,2,Cesarean,2,11,870,12.64 (Unreliable),12.64,12.64
Utah,49,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,60,12840,4.67,4.67,4.67
Utah,49,20-24 years,20-24,High school graduate or GED completed,3,Cesarean,2,32,3382,9.46,9.46,9.46
Utah,49,20-24 years,20-24,"Some college credit, but not a degree",4,Vaginal,1,46,12330,3.73,3.73,3.73
Utah,49,20-24 years,20-24,"Some college credit, but not a degree",4,Cesarean,2,28,2837,9.87,9.87,9.87
Utah,49,20-24 years,20-24,"Associate degree (AA, AS)",5,Vaginal,1,12,4243,2.83 (Unreliable),2.83,2.83
Utah,49,20-24 years,20-24,"Associate degree (AA, AS)",5,Cesarean,2,10,891,11.22 (Unreliable),11.22,11.22
Utah,49,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,14,5817,2.41 (Unreliable),2.41,2.41
Utah,49,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,53,11160,4.75,4.75,4.75
Utah,49,25-29 years,25-29,High school graduate or GED completed,3,Cesarean,2,31,3761,8.24,8.24,8.24
